combo_key,members_names,members_families,members_run_dirs,n_models,acc_Luke,acc_Marco,acc_Falah,avg_acc,min_acc,std_acc
~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a||~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca,ResNet101 + InceptionV3,ResNet + Inception,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a,2,0.4652071931196247,0.32,0.48671875,0.4239753143732082,0.32,0.0740442942618809
~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,InceptionV3 + VGG16,Inception + VGG,~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.5324472243940579,0.3183333333333333,0.52890625,0.45989560257579704,0.3183333333333333,0.10011007834619415
~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,InceptionV3 + VGG16,Inception + VGG,~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.5050820953870211,0.3141666666666666,0.4828125,0.4340204206845626,0.3141666666666666,0.08523565562138943
~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,InceptionV3 + VGG16,Inception + VGG,~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.2931978107896794,0.38,0.2984375,0.32387843692989315,0.2931978107896794,0.0397415480895345
~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,InceptionV3 + ResNeXt101_32x8d,Inception + ResNeXt,~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,2,0.4511336982017201,0.2866666666666667,0.4171875,0.384995954956129,0.2866666666666667,0.07089698063491727
~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + InceptionV3,ResNet + Inception,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a,2,0.434714620797498,0.2825,0.45078125,0.38933195693249933,0.2825,0.07582582853708544
~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,InceptionV3 + ResNeXt101_32x8d,Inception + ResNeXt,~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,2,0.2759968725566849,0.3683333333333333,0.30390625,0.3160788186300061,0.2759968725566849,0.03866638563816153
~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec||~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a,InceptionV3 + EffNetB0,Inception + EffNet,~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a | ~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec,2,0.6035965598123534,0.2741666666666666,0.55078125,0.47618149215967337,0.2741666666666666,0.14446419747206385
~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a||~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,InceptionV3 + ResNeXt50_32x4d,Inception + ResNeXt,~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a | ~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,2,0.272869429241595,0.3658333333333333,0.3078125,0.3155050875249761,0.272869429241595,0.038340177300203344
~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf||~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a,InceptionV3 + EffNetB0,Inception + EffNet,~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a | ~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,2,0.6223612197028929,0.27,0.67265625,0.5216724899009643,0.27,0.17913994370856168
~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,InceptionV3 + ResNeXt101_32x8d,Inception + ResNeXt,~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,2,0.4831899921813917,0.27,0.4859375,0.4130424973937972,0.27,0.10115253908592439
~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a||~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca,ResNet101 + InceptionV3,ResNet + Inception,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a,2,0.2501954652071931,0.3975,0.290625,0.3127734884023977,0.2501954652071931,0.06214270215407263
~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + InceptionV3,ResNet + Inception,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a,2,0.4401876465989054,0.2483333333333333,0.4375,0.37534032664407957,0.2483333333333333,0.08981420868822154
~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,InceptionV3 + VGG16,Inception + VGG,~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.4480062548866302,0.2475,0.47734375,0.3909500016288767,0.2475,0.1021391187886251
~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,InceptionV3 + VGG16,Inception + VGG,~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.2431587177482408,0.3075,0.2875,0.2793862392494136,0.2431587177482408,0.026886489613291566
~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf||~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a,InceptionV3 + EffNetB0,Inception + EffNet,~/Alzheimers/Results/ArchSweep/InceptionV3/f7f1f63a2a | ~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,2,0.6591086786551994,0.2375,0.6828125,0.5264737262183998,0.2375,0.20456429897059517
~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,InceptionV3 + ResNeXt101_32x8d,Inception + ResNeXt,~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,2,0.2447224394057857,0.3358333333333333,0.2328125,0.27112275757970633,0.2328125,0.04601489342185342
~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + InceptionV3,ResNet + Inception,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a,2,0.2118842845973416,0.4458333333333333,0.24609375,0.30127045597689167,0.2118842845973416,0.10317102633641585
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a,DenseNet201 + InceptionV3,DenseNet + Inception,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a,2,0.2095387021110242,0.5041666666666667,0.22109375,0.3115997062592303,0.2095387021110242,0.13624709284567874
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a,DenseNet161 + InceptionV3,DenseNet + Inception,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a,2,0.1946833463643471,0.5675,0.23828125,0.3334881987881157,0.1946833463643471,0.16642583259053417
~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + InceptionV3,ResNet + Inception,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/InceptionV3/753305689a,2,0.2197028928850664,0.1791666666666666,0.21484375,0.204571103183911,0.1791666666666666,0.018072850051267474
